id,year,rank,overall_pick,team,player,college,years_active,games,minutes_played,points,total_rebounds,assists,field_goal_percentage,3_point_percentage,free_throw_percentage,average_minutes_played,points_per_game,average_total_rebounds,average_assists,win_shares,win_shares_per_48_minutes,box_plus_minus,value_over_replacement
1634,2017,12,12,DET,Luke Kennard,Duke,5,297,6973,2966,847,603,0.449,0.425,0.869,23.5,10,2.9,2,14.2,0.098,-0.3,3
1635,2017,13,13,DEN,Donovan Mitchell,Louisville,5,345,11637,8234,1433,1542,0.441,0.361,0.833,33.7,23.9,4.2,4.5,29,0.12,2.4,13.1
1636,2017,14,14,MIA,Bam Adebayo,Kentucky,5,343,9666,4617,2850,1189,0.558,0.14,0.741,28.2,13.5,8.3,3.5,35.4,0.176,3,12.1
1637,2017,15,15,POR,Justin Jackson,UNC,5,255,4779,1656,637,276,0.426,0.321,0.799,18.7,6.5,2.5,1.1,5.3,0.053,-2.8,-1
1638,2017,16,16,CHI,Justin Patton,Creighton,4,22,296,86,60,19,0.404,0.25,0.667,13.5,3.9,2.7,0.9,0.4,0.066,-2.8,-0.1
1639,2017,17,17,MIL,D.J. Wilson,Michigan,5,146,1803,647,452,108,0.419,0.327,0.618,12.3,4.4,3.1,0.7,2.8,0.075,-2.6,-0.3
1640,2017,18,18,IND,T.J. Leaf,UCLA,4,146,1238,477,283,43,0.492,0.341,0.585,8.5,3.3,1.9,0.3,2.7,0.104,-1.8,0.1
1641,2017,19,19,ATL,John Collins,Wake Forest,5,293,8488,4837,2441,455,0.559,0.376,0.779,29,16.5,8.3,1.6,28.1,0.159,1.5,7.4
1642,2017,20,20,POR,Harry Giles,Duke,3,142,1835,832,543,174,0.511,0.258,0.671,12.9,5.9,3.8,1.2,3,0.079,-2.4,-0.2
1643,2017,21,21,OKC,Terrance Ferguson,,4,204,4000,924,263,144,0.404,0.334,0.753,19.6,4.5,1.3,0.7,4.4,0.053,-4,-2.1
1644,2017,22,22,BRK,Jarrett Allen,Texas,5,341,9062,3945,2964,467,0.626,0.189,0.699,26.6,11.6,8.7,1.4,34.9,0.185,1.7,8.5
1645,2017,23,23,TOR,OG Anunoby,Indiana,5,301,8060,3144,1246,429,0.47,0.372,0.709,26.8,10.4,4.1,1.4,17.6,0.105,0.1,4.3
1646,2017,24,24,UTA,Tyler Lydon,Syracuse,2,26,96,23,18,6,0.5,0.4,0.333,3.7,0.9,0.7,0.2,0.2,0.084,-4.3,-0.1
1647,2017,25,25,ORL,Anžejs Pasečņiks,,2,28,443,156,108,19,0.521,0,0.586,15.8,5.6,3.9,0.7,0.4,0.038,-6.2,-0.5
1648,2017,26,26,POR,Caleb Swanigan,Purdue,3,75,655,169,218,56,0.438,0.118,0.614,8.7,2.3,2.9,0.7,-0.2,-0.015,-6.2,-0.7
1649,2017,27,27,BRK,Kyle Kuzma,Utah,5,342,10399,5336,2116,759,0.449,0.339,0.723,30.4,15.6,6.2,2.2,14.2,0.066,-1,2.7
1650,2017,28,28,LAL,Tony Bradley,UNC,5,167,1961,773,718,89,0.634,0.429,0.672,11.7,4.6,4.3,0.5,7.4,0.181,0.2,1.1
1651,2017,29,29,SAS,Derrick White,Colorado,5,263,6807,3027,864,1006,0.442,0.34,0.838,25.9,11.5,3.3,3.8,15.3,0.108,1.1,5.3
1652,2017,30,30,UTA,Josh Hart,Villanova,5,296,8071,2918,1701,614,0.45,0.347,0.739,27.3,9.9,5.7,2.1,15.7,0.094,-0.3,3.4
1653,2017,31,31,CHO,Frank Jackson,Duke,4,213,3868,1816,390,221,0.422,0.333,0.786,18.2,8.5,1.8,1,2.5,0.031,-3.9,-1.9
1654,2017,32,32,PHO,Davon Reed,Miami (FL),3,79,957,284,153,69,0.434,0.391,0.667,12.1,3.6,1.9,0.9,1.4,0.07,-2.1,0
1655,2017,33,33,ORL,Wes Iwundu,Kansas State,5,226,3827,989,555,208,0.408,0.292,0.798,16.9,4.4,2.5,0.9,4.2,0.053,-3.9,-1.8
1656,2017,34,34,SAC,Frank Mason III,Kansas,4,103,1616,695,204,272,0.396,0.301,0.755,15.7,6.7,2,2.6,1.2,0.035,-2.6,-0.3
1657,2017,35,35,ORL,Ivan Rabb,California,2,85,1237,485,364,86,0.555,0.2,0.743,14.6,5.7,4.3,1,3.2,0.125,-1.7,0.1
1658,2017,36,36,PHI,Jonah Bolden,,2,51,686,217,174,40,0.486,0.34,0.484,13.5,4.3,3.4,0.8,1.4,0.098,-1.3,0.1
1659,2017,37,37,BOS,Semi Ojeleye,SMU,5,284,4111,975,613,126,0.384,0.344,0.717,14.5,3.4,2.2,0.4,5.2,0.061,-3.4,-1.5
1660,2017,38,38,CHI,Jordan Bell,Oregon,5,161,1937,593,497,201,0.552,0.2,0.636,12,3.7,3.1,1.2,4.9,0.121,0.2,1.1
1661,2017,39,39,PHI,Jawun Evans,Oklahoma State,2,56,843,237,96,110,0.345,0.263,0.776,15.1,4.2,1.7,2,-0.4,-0.022,-5.4,-0.7
1662,2017,40,40,NOP,Dwayne Bacon,Florida State,4,207,4012,1503,537,230,0.402,0.314,0.78,19.4,7.3,2.6,1.1,0.8,0.01,-5.1,-3.1
1663,2017,41,41,ATL,Tyler Dorsey,Oregon,2,104,1672,701,243,135,0.389,0.35,0.669,16.1,6.7,2.3,1.3,1,0.03,-3.1,-0.5
1664,2017,42,42,UTA,Thomas Bryant,Indiana,5,170,3425,1733,971,219,0.59,0.35,0.764,20.1,10.2,5.7,1.3,11.6,0.163,1.5,3
1665,2017,43,43,HOU,Isaiah Hartenstein,,4,165,2262,959,650,248,0.6,0.383,0.682,13.7,5.8,3.9,1.5,8.5,0.181,1.9,2.2
1666,2017,44,44,NYK,Damyean Dotson,Oregon,5,213,4242,1594,532,315,0.417,0.345,0.711,19.9,7.5,2.5,1.5,3,0.034,-2.8,-0.9
1667,2017,45,45,HOU,Dillon Brooks,Oregon,5,272,7674,3955,829,546,0.421,0.348,0.799,28.2,14.5,3,2,5.3,0.033,-3.8,-3.5
1668,2017,46,46,PHI,Sterling Brown,SMU,5,264,4434,1431,883,266,0.42,0.364,0.796,16.8,5.4,3.3,1,6.5,0.071,-2.1,-0.1
1669,2017,47,47,IND,Ike Anigbogu,UCLA,2,14,36,13,12,1,0.333,,0.833,2.6,0.9,0.9,0.1,0,0.057,-1.1,0
1670,2017,48,48,MIL,Sindarius Thornwell,South Carolina,4,160,1721,401,206,111,0.407,0.34,0.672,10.8,2.5,1.3,0.7,1.1,0.032,-3.1,-0.5
1671,2017,49,49,DEN,Vlatko Čančar,,3,70,502,164,91,34,0.484,0.333,0.742,7.2,2.3,1.3,0.5,0.8,0.075,-2.5,-0.1
1672,2017,50,50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,
1673,2017,51,51,DEN,Monte Morris,Iowa State,5,280,7066,2947,655,1042,0.481,0.394,0.83,25.2,10.5,2.3,3.7,18.5,0.125,0.3,4.2
1674,2017,52,52,NOP,Edmond Sumner,Xavier,4,108,1520,619,165,114,0.474,0.333,0.728,14.1,5.7,1.5,1.1,1.9,0.061,-3.2,-0.4
1675,2017,53,53,BOS,Kadeem Allen,Arizona,3,47,640,258,71,109,0.435,0.349,0.757,13.6,5.5,1.5,2.3,1,0.075,-1.2,0.1
1676,2017,54,54,PHO,Alec Peters,Valparaiso,1,20,225,82,37,12,0.378,0.31,0.8,11.3,4.1,1.9,0.6,0.3,0.055,-2.8,0
1677,2017,55,55,UTA,Nigel Williams-Goss,Gonzaga,1,10,50,14,6,6,0.313,0.286,1,5,1.4,0.6,0.6,0,0.017,-3.9,0
1678,2017,56,56,BOS,Jabari Bird,California,1,13,115,39,19,8,0.577,0.429,0.462,8.8,3,1.5,0.6,0.2,0.098,-3.1,0
1679,2017,57,57,BRK,Sasha Vezenkov,,,,,,,,,,,,,,,,,,
1680,2017,58,58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,
1681,2017,59,59,SAS,Jaron Blossomgame,Clemson,1,27,439,114,98,13,0.443,0.256,0.769,16.3,4.2,3.6,0.5,0.3,0.03,-3.8,-0.2
1682,2017,60,60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,
1683,2018,1,1,PHO,Deandre Ayton,Arizona,4,236,7247,3843,2485,380,0.599,0.25,0.754,30.7,16.3,10.5,1.6,24.6,0.163,1.1,5.7
1684,2018,2,2,SAC,Marvin Bagley III,Duke,4,166,4159,2256,1224,151,0.501,0.291,0.663,25.1,13.6,7.4,0.9,7.3,0.085,-2.1,-0.1
1685,2018,3,3,ATL,Luka Dončić,,4,264,8928,6962,2256,2102,0.457,0.337,0.737,33.8,26.4,8.5,8,29,0.156,6.8,19.8
1686,2018,4,4,MEM,Jaren Jackson Jr.,Michigan State,4,204,5521,3218,1050,240,0.453,0.351,0.791,27.1,15.8,5.1,1.2,12.8,0.112,0,2.8
1687,2018,5,5,DAL,Trae Young,Oklahoma,4,280,9400,7076,1085,2544,0.44,0.355,0.873,33.6,25.3,3.9,9.1,26.3,0.134,3,11.9
1688,2018,6,6,ORL,Mo Bamba,Texas,4,226,4193,1747,1372,201,0.475,0.352,0.685,18.6,7.7,6.1,0.9,10.4,0.119,0.2,2.3
1689,2018,7,7,CHI,Wendell Carter Jr.,Duke,4,203,5593,2476,1803,404,0.513,0.298,0.731,27.6,12.2,8.9,2,13.6,0.116,-0.7,1.9
1690,2018,8,8,CLE,Collin Sexton,Alabama,4,218,7179,4356,663,720,0.458,0.378,0.827,32.9,20,3,3.3,5.4,0.036,-2.5,-0.9
1691,2018,9,9,NYK,Kevin Knox,Kentucky,4,212,4010,1638,624,172,0.369,0.34,0.705,18.9,7.7,2.9,0.8,-0.3,-0.004,-4.7,-2.7
1692,2018,10,10,PHI,Mikal Bridges,Villanova,4,309,9661,3483,1212,639,0.509,0.374,0.831,31.3,11.3,3.9,2.1,24.6,0.122,1.1,7.5
1693,2018,11,11,CHO,Shai Gilgeous-Alexander,Kentucky,4,243,7724,4421,1088,1040,0.473,0.348,0.807,31.8,18.2,4.5,4.3,17.6,0.109,1.9,7.5
1694,2018,12,12,LAC,Miles Bridges,Michigan State,4,291,8460,3893,1641,656,0.473,0.346,0.809,29.1,13.4,5.6,2.3,16,0.091,-0.2,3.8
1695,2018,13,13,LAC,Jerome Robinson,Boston College,3,113,1604,514,208,131,0.363,0.31,0.721,14.2,4.5,1.8,1.2,-0.1,-0.003,-4.7,-1.1
1696,2018,14,14,DEN,Michael Porter Jr.,Missouri,3,125,3080,1763,763,133,0.518,0.419,0.795,24.6,14.1,6.1,1.1,9.6,0.15,2.1,3.1
1697,2018,15,15,WAS,Troy Brown Jr.,Oregon,4,221,4091,1408,836,353,0.429,0.337,0.755,18.5,6.4,3.8,1.6,4.9,0.058,-2,0
1698,2018,16,16,PHO,Zhaire Smith,Texas Tech,2,13,143,48,15,12,0.378,0.316,0.667,11,3.7,1.2,0.9,0,0.011,-6.1,-0.1
1699,2018,17,17,MIL,Donte DiVincenzo,Villanova,4,201,4751,1809,933,506,0.415,0.347,0.766,23.6,9,4.6,2.5,9.2,0.093,-0.2,2.2
1700,2018,18,18,SAS,Lonnie Walker IV,Miami (FL),4,208,4240,1952,492,330,0.414,0.343,0.779,20.4,9.4,2.4,1.6,2,0.022,-3.2,-1.3
1701,2018,19,19,ATL,Kevin Huerter,Maryland,4,274,8122,3125,958,871,0.431,0.379,0.788,29.6,11.4,3.5,3.2,9.4,0.056,-1.3,1.4
1702,2018,20,20,MIN,Josh Okogie,Georgia Tech,4,244,5017,1552,712,278,0.403,0.275,0.758,20.6,6.4,2.9,1.1,5.3,0.051,-2.9,-1.2
1703,2018,21,21,UTA,Grayson Allen,Duke,4,192,4198,1806,490,285,0.433,0.393,0.841,21.9,9.4,2.6,1.5,8.1,0.092,-0.7,1.4
1704,2018,22,22,CHI,Chandler Hutchison,Boise State,4,103,1790,558,376,79,0.442,0.309,0.643,17.4,5.4,3.7,0.8,1.1,0.03,-3.9,-0.9
1705,2018,23,23,IND,Aaron Holiday,UCLA,4,245,4460,1796,434,588,0.412,0.373,0.84,18.2,7.3,1.8,2.4,4.7,0.051,-2.3,-0.4
1706,2018,24,24,POR,Anfernee Simons,,4,211,4375,2144,456,420,0.425,0.392,0.833,20.7,10.2,2.2,2,4,0.043,-2.2,-0.2
1707,2018,25,25,LAL,Moritz Wagner,Michigan,4,196,2963,1474,682,217,0.487,0.321,0.813,15.1,7.5,3.5,1.1,5.9,0.096,-1.4,0.4
1708,2018,26,26,PHI,Landry Shamet,Wichita State,4,262,6094,2354,472,423,0.41,0.39,0.835,23.3,9,1.8,1.6,10.6,0.083,-1.8,0.3
1709,2018,27,27,BOS,Robert Williams,Texas A&M,4,174,3460,1255,1155,249,0.728,0,0.665,19.9,7.2,6.6,1.4,18.4,0.255,5.3,6.3
1710,2018,28,28,GSW,Jacob Evans,Cincinnati,2,59,622,168,66,54,0.337,0.315,0.833,10.5,2.8,1.1,0.9,-0.6,-0.047,-7.4,-0.8
1711,2018,29,29,BRK,Džanan Musa,,2,49,526,211,91,45,0.376,0.227,0.726,10.7,4.3,1.9,0.9,0,0.003,-4.6,-0.4
1712,2018,30,30,ATL,Omari Spellman,Villanova,2,95,1691,642,413,94,0.417,0.366,0.766,17.8,6.8,4.3,1,2.4,0.068,-1.5,0.2
1713,2018,31,31,PHO,Elie Okobo,,2,108,1677,523,188,242,0.395,0.315,0.737,15.5,4.8,1.7,2.2,0.5,0.014,-4.1,-0.9
1714,2018,32,32,MEM,Jevon Carter,West Virginia,4,223,3144,984,386,320,0.386,0.383,0.81,14.1,4.4,1.7,1.4,4.5,0.069,-1.1,0.7
1715,2018,33,33,DAL,Jalen Brunson,Villanova,4,277,6834,3286,843,1034,0.494,0.373,0.8,24.7,11.9,3,3.7,17.3,0.121,0,3.5
1716,2018,34,34,ATL,Devonte' Graham,Kansas,4,240,6708,3080,600,1203,0.372,0.357,0.827,28,12.8,2.5,5,10.1,0.072,-0.4,2.7
1717,2018,35,35,ORL,Melvin Frazier,Tulane,3,32,290,87,28,5,0.34,0.209,0.533,9.1,2.7,0.9,0.2,-0.4,-0.062,-10,-0.6
1718,2018,36,36,NYK,Mitchell Robinson,,4,230,5473,1941,1720,128,0.722,,0.54,23.8,8.4,7.5,0.6,24.8,0.218,2.3,6
1719,2018,37,37,SAC,Gary Trent Jr.,Duke,4,204,5693,2752,454,287,0.416,0.389,0.82,27.9,13.5,2.2,1.4,9.6,0.081,-0.9,1.6
1720,2018,38,38,PHI,Khyri Thomas,Creighton,3,39,409,160,39,36,0.388,0.316,0.75,10.5,4.1,1,0.9,0.5,0.058,-2.7,-0.1
1721,2018,39,39,PHI,Isaac Bonga,,4,143,1871,439,320,118,0.432,0.3,0.759,13.1,3.1,2.2,0.8,1.7,0.044,-3.6,-0.7
1722,2018,40,40,BRK,Rodions Kurucs,,3,131,2103,780,406,113,0.444,0.329,0.739,16.1,6,3.1,0.9,2.3,0.052,-2.8,-0.4
1723,2018,41,41,ORL,Jarred Vanderbilt,Kentucky,4,166,3134,892,1024,175,0.591,0.143,0.616,18.9,5.4,6.2,1.1,9.1,0.14,-0.1,1.5
1724,2018,42,42,DET,Bruce Brown,Miami (FL),4,269,6308,2056,1153,573,0.482,0.327,0.745,23.4,7.6,4.3,2.1,12.7,0.097,-0.9,1.7
1725,2018,43,43,DEN,Justin Jackson,Maryland,,,,,,,,,,,,,,,,,
1726,2018,44,44,WAS,Issuf Sanon,,,,,,,,,,,,,,,,,,
1727,2018,45,45,BRK,Hamidou Diallo,Kentucky,4,207,3917,1748,813,227,0.475,0.277,0.634,18.9,8.4,3.9,1.1,4.9,0.06,-2.3,-0.3
1728,2018,46,46,HOU,De'Anthony Melton,USC,4,235,4853,1968,843,660,0.409,0.361,0.766,20.7,8.4,3.6,2.8,7.7,0.076,0.5,3.1
1729,2018,47,47,LAL,Svi Mykhailiuk,Kansas,4,220,3745,1451,395,298,0.398,0.353,0.785,17,6.6,1.8,1.4,2.5,0.033,-2.7,-0.7
1730,2018,48,48,MIN,Keita Bates-Diop,Ohio State,4,163,2448,853,490,100,0.462,0.304,0.714,15,5.2,3,0.6,3.5,0.068,-2.4,-0.2
1731,2018,49,49,SAS,Chimezie Metu,USC,4,143,2017,869,516,111,0.463,0.308,0.762,14.1,6.1,3.6,0.8,2.1,0.05,-2.3,-0.2
1732,2018,50,50,IND,Alize Johnson,Missouri State,4,72,538,182,218,31,0.48,0.25,0.721,7.5,2.5,3,0.4,1.3,0.12,-2,0
1733,2018,51,51,NOP,Tony Carr,Penn State,,,,,,,,,,,,,,,,,
1734,2018,52,52,UTA,Vince Edwards,Purdue,1,2,16,3,2,0,0.25,0.25,,8,1.5,1,0,0,-0.014,-6.4,0
1735,2018,53,53,OKC,Devon Hall,Virginia,1,11,81,20,7,13,0.2,0.235,0.5,7.4,1.8,0.6,1.2,-0.2,-0.116,-6.7,-0.1
1736,2018,54,54,DAL,Shake Milton,SMU,4,178,3713,1731,413,454,0.447,0.361,0.819,20.9,9.7,2.3,2.6,6.9,0.09,-1.8,0.2
1737,2018,55,55,CHO,Arnoldas Kulboka,,1,2,5,0,0,0,0,0,,2.5,0,0,0,0,-0.217,-21.8,0
1738,2018,56,56,PHI,Ray Spalding,Louisville,2,16,167,58,52,5,0.529,0,0.286,10.4,3.6,3.3,0.3,0.1,0.024,-6.2,-0.2
1739,2018,57,57,OKC,Kevin Hervey,UT Arlington,1,10,52,17,12,5,0.259,0.15,,5.2,1.7,1.2,0.5,-0.1,-0.085,-5.1,0
1740,2018,58,58,DEN,Thomas Welsh,UCLA,1,11,36,18,4,5,0.538,0.429,0.5,3.3,1.6,0.4,0.5,0.1,0.162,1.2,0
1741,2018,59,59,PHO,George King,Colorado,2,5,25,1,6,0,0,0,0.5,5,0.2,1.2,0,-0.1,-0.225,-17.1,-0.1
1742,2018,60,60,PHI,Kostas Antetokounmpo,Dayton,3,22,87,21,23,3,0.375,,0.474,4,1,1,0.1,-0.2,-0.098,-9.9,-0.2
1743,2019,1,1,NOP,Zion Williamson,Duke,2,85,2694,2187,591,276,0.604,0.333,0.683,31.7,25.7,7,3.2,10.6,0.189,4.9,4.7
1744,2019,2,2,MEM,Ja Morant,Murray State,3,187,6016,3961,836,1337,0.474,0.327,0.754,32.2,21.2,4.5,7.1,13.7,0.109,1.9,5.9
1745,2019,3,3,NYK,RJ Barrett,Duke,3,198,6632,3469,1101,568,0.418,0.357,0.697,33.5,17.5,5.6,2.9,5.9,0.042,-2.2,-0.3
1746,2019,4,4,LAL,De'Andre Hunter,Virginia,3,139,4273,1831,572,224,0.434,0.359,0.785,30.7,13.2,4.1,1.6,2.9,0.033,-3.5,-1.6
1747,2019,5,5,CLE,Darius Garland,Vanderbilt,3,181,6044,3142,464,1141,0.443,0.378,0.876,33.4,17.4,2.6,6.3,6.2,0.05,-1.2,1.1
1748,2019,6,6,PHO,Jarrett Culver,Texas Tech,3,134,2343,890,364,167,0.401,0.283,0.497,17.5,6.6,2.7,1.2,-0.1,-0.002,-4.6,-1.5
1749,2019,7,7,CHI,Coby White,UNC,3,195,5505,2672,696,679,0.413,0.365,0.851,28.2,13.7,3.6,3.5,5.6,0.049,-2.5,-0.6
1750,2019,8,8,ATL,Jaxson Hayes,Texas,3,194,3442,1575,831,134,0.634,0.36,0.723,17.7,8.1,4.3,0.7,12.5,0.174,0.2,1.9
1751,2019,9,9,WAS,Rui Hachimura,Gonzaga,3,147,4184,1913,766,217,0.477,0.36,0.779,28.5,13,5.2,1.5,5.3,0.061,-2.8,-0.8
1752,2019,10,10,ATL,Cam Reddish,Duke,3,133,3313,1399,425,170,0.387,0.325,0.841,24.9,10.5,3.2,1.3,1,0.015,-3.1,-0.9
1753,2019,11,11,MIN,Cameron Johnson,UNC,3,183,4422,1899,659,254,0.44,0.39,0.843,24.2,10.4,3.6,1.4,10.9,0.118,1.1,3.5
1754,2019,12,12,CHO,P.J. Washington,Kentucky,3,187,5481,2202,1071,431,0.454,0.375,0.702,29.3,11.8,5.7,2.3,8,0.07,-0.9,1.6
1755,2019,13,13,MIA,Tyler Herro,Kentucky,3,175,5294,2925,821,568,0.44,0.385,0.851,30.3,16.7,4.7,3.2,7,0.064,-0.6,1.9
1756,2019,14,14,BOS,Romeo Langford,Indiana,3,98,1424,353,184,47,0.4,0.3,0.633,14.5,3.6,1.9,0.5,1.5,0.052,-2.9,-0.3
1757,2019,15,15,DET,Sekou Doumbouya,,3,96,1639,542,267,66,0.388,0.256,0.693,17.1,5.6,2.8,0.7,-0.4,-0.013,-6.5,-1.8
1758,2019,16,16,ORL,Chuma Okeke,Auburn,2,115,2882,954,528,219,0.39,0.326,0.81,25.1,8.3,4.6,1.9,3.5,0.058,-0.7,1
1759,2019,17,17,BRK,Nickeil Alexander-Walker,Virginia Tech,3,158,3064,1467,415,347,0.387,0.329,0.726,19.4,9.3,2.6,2.2,0.6,0.009,-2.7,-0.5
1760,2019,18,18,IND,Goga Bitadze,,3,149,1761,752,433,115,0.477,0.254,0.707,11.8,5,2.9,0.8,4,0.109,-1.2,0.4
1761,2019,19,19,SAS,Luka Šamanić,,2,36,356,138,78,21,0.43,0.294,0.576,9.9,3.8,2.2,0.6,0.1,0.015,-4.8,-0.3
1762,2019,20,20,BOS,Matisse Thybulle,Washington,3,196,4270,939,382,217,0.45,0.324,0.657,21.8,4.8,1.9,1.1,8.8,0.099,1.1,3.3
1763,2019,21,21,OKC,Brandon Clarke,Gonzaga,3,181,3961,1976,1015,262,0.591,0.294,0.699,21.9,10.9,5.6,1.4,15.4,0.187,2.9,4.9
1764,2019,22,22,BOS,Grant Williams,Tennessee,3,209,4056,1133,630,210,0.449,0.369,0.775,19.4,5.4,3,1,7.7,0.091,-1.9,0.1
1765,2019,23,23,UTA,Darius Bazley,,3,185,4768,1841,1078,237,0.406,0.305,0.695,25.8,10,5.8,1.3,1.8,0.018,-2.7,-0.8
1766,2019,24,24,PHI,Ty Jerome,Virginia,3,112,1917,795,215,273,0.398,0.344,0.784,17.1,7.1,1.9,2.4,1.8,0.046,-1.9,0
1767,2019,25,25,POR,Nassir Little,UNC,3,138,2301,802,472,99,0.455,0.317,0.727,16.7,5.8,3.4,0.7,3.4,0.071,-2.3,-0.2
1768,2019,26,26,CLE,Dylan Windler,Belmont,2,81,972,271,196,67,0.412,0.32,0.8,12,3.3,2.4,0.8,1.3,0.063,-1.7,0.1
1769,2019,27,27,BRK,Mfiondu Kabengele,Florida State,2,51,344,137,71,19,0.388,0.314,0.84,6.7,2.7,1.4,0.4,0.4,0.054,-3.1,-0.1
1770,2019,28,28,GSW,Jordan Poole,Michigan,3,184,4545,2520,470,537,0.416,0.341,0.885,24.7,13.7,2.6,2.9,6.7,0.071,-1.5,0.6
1771,2019,29,29,SAS,Keldon Johnson,Kentucky,3,161,4661,2313,926,294,0.478,0.385,0.753,29,14.4,5.8,1.8,9.3,0.095,-0.8,1.4
1772,2019,30,30,MIL,Kevin Porter Jr.,USC,3,137,3904,1878,528,649,0.424,0.352,0.686,28.5,13.7,3.9,4.7,1.1,0.014,-2.7,-0.7
1773,2019,31,31,BRK,Nic Claxton,Georgia,3,94,1755,688,474,87,0.646,0.167,0.539,18.7,7.3,5,0.9,5.8,0.159,0.3,1
1774,2019,32,32,PHO,KZ Okpala,Stanford,3,63,717,176,114,34,0.406,0.273,0.607,11.4,2.8,1.8,0.5,0.7,0.047,-5.3,-0.6
1775,2019,33,33,PHI,Carsen Edwards,Purdue,3,72,706,267,79,52,0.364,0.297,0.758,9.8,3.7,1.1,0.7,0.3,0.019,-5.1,-0.5
1776,2019,34,34,PHI,Bruno Fernando,Maryland,3,119,1091,379,331,66,0.527,0.146,0.608,9.2,3.2,2.8,0.6,1.2,0.052,-4.1,-0.6
1777,2019,35,35,ATL,Didi Louzada,,2,12,185,43,20,8,0.326,0.355,1,15.4,3.6,1.7,0.7,-0.1,-0.034,-8.1,-0.3
1778,2019,36,36,CHO,Cody Martin,Nevada,3,171,3618,989,604,360,0.46,0.323,0.66,21.2,5.8,3.5,2.1,6,0.079,-1.2,0.7
1779,2019,37,37,DAL,Deividas Sirvydis,,2,23,160,44,35,6,0.3,0.314,0.5,7,1.9,1.5,0.3,-0.1,-0.032,-5.9,-0.2
1780,2019,38,38,CHI,Daniel Gafford,Arkansas,3,169,2844,1277,744,118,0.692,0,0.657,16.8,7.6,4.4,0.7,11.3,0.19,1.1,2.3
1781,2019,39,39,NOP,Alen Smailagić,,2,29,223,87,43,17,0.463,0.304,0.72,7.7,3,1.5,0.6,0.3,0.056,-3.3,-0.1
1782,2019,40,40,SAC,Justin James,Wyoming,2,72,542,228,62,40,0.446,0.343,0.544,7.5,3.2,0.9,0.6,0.3,0.024,-3.1,-0.2
1783,2019,41,41,GSW,Eric Paschall,Villanova,3,158,3085,1552,509,214,0.494,0.326,0.758,19.5,9.8,3.2,1.4,5,0.078,-2.2,-0.1
1784,2019,42,42,PHI,Admiral Schofield,Tennessee,2,71,837,245,136,40,0.403,0.321,0.733,11.8,3.5,1.9,0.6,0.4,0.023,-5.5,-0.7
1785,2019,43,43,MIN,Jaylen Nowell,Washington,3,119,1885,963,231,211,0.446,0.345,0.811,15.8,8.1,1.9,1.8,3.7,0.093,-1,0.5
1786,2019,44,44,MIA,Bol Bol,Oregon,3,53,328,142,63,18,0.478,0.378,0.667,6.2,2.7,1.2,0.3,0.2,0.031,-3.1,-0.1
1787,2019,45,45,DET,Isaiah Roby,Nebraska,3,109,2384,987,560,178,0.495,0.365,0.708,21.9,9.1,5.1,1.6,4.1,0.083,-1.8,0.1
1788,2019,46,46,ORL,Talen Horton-Tucker,Iowa State,3,131,2896,1216,369,346,0.437,0.276,0.783,22.1,9.3,2.8,2.6,3.3,0.054,-2.3,-0.2
1789,2019,47,47,SAC,Ignas Brazdeikis,Michigan,3,64,838,318,122,58,0.416,0.315,0.686,13.1,5,1.9,0.9,0.4,0.024,-4.9,-0.6
1790,2019,48,48,LAC,Terance Mann,Florida State,3,189,3942,1443,722,366,0.491,0.379,0.786,20.9,7.6,3.8,1.9,10,0.122,-0.6,1.4
1791,2019,49,49,SAS,Quinndary Weatherspoon,Mississippi State,3,42,272,88,32,24,0.452,0.188,0.826,6.5,2.1,0.8,0.6,0.2,0.03,-5.5,-0.2
1792,2019,50,50,IND,Jarrell Brantley,College of Charleston,2,37,234,88,47,26,0.438,0.366,0.75,6.3,2.4,1.3,0.7,0.5,0.099,-0.6,0.1
1793,2019,51,51,BOS,Tremont Waters,LSU,3,40,407,149,37,85,0.354,0.296,0.96,10.2,3.7,0.9,2.1,0.1,0.012,-3,-0.1
1794,2019,52,52,CHO,Jalen McDaniels,San Diego State,3,118,2092,775,404,124,0.475,0.359,0.732,17.7,6.6,3.4,1.1,3.4,0.078,-2.8,-0.5
1795,2019,53,53,UTA,Justin Wright-Foreman,Hofstra,1,4,45,19,5,7,0.35,0.2,0.75,11.3,4.8,1.3,1.8,0,-0.008,-9,-0.1
1796,2019,54,54,PHI,Marial Shayok,Iowa State,1,4,28,11,7,1,0.25,0.333,0.75,7,2.8,1.8,0.3,-0.1,-0.13,-13,-0.1
1797,2019,55,55,NYK,Kyle Guy,Virginia,3,53,431,165,53,50,0.361,0.303,0.75,8.1,3.1,1,0.9,0.1,0.006,-4.9,-0.3
1798,2019,56,56,LAC,Jaylen Hands,UCLA,,,,,,,,,,,,,,,,,
1799,2019,57,57,NOP,Jordan Bone,Tennessee,2,24,249,68,28,26,0.378,0.286,,10.4,2.8,1.2,1.1,0.1,0.01,-5.9,-0.2
1800,2019,58,58,GSW,Miye Oni,Yale,3,80,672,145,108,37,0.35,0.33,0.75,8.4,1.8,1.4,0.5,1,0.07,-2.5,-0.1
