Restaurant,Reviewer,Review,Rating,Metadata,Time,Pictures
Cascade - Radisson Hyderabad Hitec City,Sonali Rakesh,"The buffet here was fantastic. Very well selected dishes, some spicy, some creamy, some unique, some simple and an amazing collection of desserts. I went with a group of 8 friends for the lunch buffet and everyone enjoyed the meal, ambiance and service extended towards us. Mr Suresh Reddy who is the F&B manager ensured that we had a very good time during our special get together. By the time we decide we needed something, it was served to us without prompting. That was Fantastic!! Thank you so much to the manager and his whole team for making our meet special. 🙂",5,"14 Reviews , 7 Followers",11/27/2018 19:31,0
Cascade - Radisson Hyderabad Hitec City,Gaurav Sood,"I’m a regular at this place, delicious variety of scrumptious food, service, ambience and the hospitable staff are a few reasons for the same. I am a huge fan of good vegetarian food and this place never disappoints me, they offer a great spread of Indian, oriental, continental & Mexican food. Will definitely recommend to family and friends!!",5,"2 Reviews , 1 Follower",11/25/2018 15:03,0
Cascade - Radisson Hyderabad Hitec City,Rahul Agarwal,"We went for the buffet lunch at Radisson after a few years. The overall experience was very average. There were events going on and the place was overcrowded. Very few staff to help/assist.
Coming to food, some items on the buffet were decent. The basics liike Paneer curry, lacha paratha etc were good.
Salads and chaats were OK.
Desserts were below average.
The one thing that is usually safe is a pizza. They had pasta and pizzas as part of the buffet. Unfortunately they couldn't get the pizza to taste decent. I had to leave pizza and eat something else, which I never do.
Poor experience overall and unlikely to return again.",3,"34 Reviews , 233 Followers",11/20/2018 8:19,0
Cascade - Radisson Hyderabad Hitec City,Abhinaya Talasila,"Been here for a breakfast buffet! They’ve a widespread of North Indian and South Indian varieties.

Everything on the spread tasted good. 4 varieties of fresh juices are served.

Worth the amount paid I must say!",5,"23 Reviews , 68 Followers",10/19/2018 19:33,0
Cascade - Radisson Hyderabad Hitec City,Yasin Shaikh,"15days of stay in Radisson was so interesting just because of the service what i had from cascade staff parnika, Ajay, Vilas, chief Namru and all the other staff Really Appreciating for there work dedcation they gave same response from first day to our last day of stay... I have been to many other Hotels and restaurants but cascade staff Rocks, keep up the good work guyz.. All the best for your future keep Rocking",5,2 Reviews,10/2/2018 9:06,0
Cascade - Radisson Hyderabad Hitec City,Pankaj Kaprawan's,"got a chance to visit 6 months back ..
and we r 4 frnds orderd 2 chicken biryani ..
the its been so ymmmmmy and in good quantity also..
enjoyed the biryani a lot...",5,"1 Review , 1 Follower",9/25/2018 10:52,0
Cascade - Radisson Hyderabad Hitec City,Rakesh Dadigela,"Really wonderful great place to have a buffet.
The buffet spread is very nice
Appam was tasty .completely satisfied with the taste.i really want to appreciate Radisson staff especially mr.salim and Mr.naresh they are very proactive .I would recommend this place to have food",5,"3 Reviews , 1 Follower",9/21/2018 8:34,0
Cascade - Radisson Hyderabad Hitec City,Girish Nayak,"Indeed a great ambience with tremendous choice of dishes. The breakfast and dinner are outstanding. Also need to applause the staff for Thier wonderful service who takes care of each and every customer. Especially Sushmita, pranika and vilas, they pay attention of each n every thing .Feels good when these people are around. These can be said as an asset to cascade. Good job folks. Keep up!!",5,"2 Reviews , 2 Followers",9/15/2018 23:08,0
Cascade - Radisson Hyderabad Hitec City,Arun Arunkumar,"I had a good experience with Radisson team and thank you for the host Salim, Naresh, Vilas, enjoyed food and service ...thannks for your good experience..... Best place I suggest my friends",5,"2 Reviews , 4 Followers",9/14/2018 14:54,0
Cascade - Radisson Hyderabad Hitec City,Ram Saraf,"Have visited this place for a corporate luncheon with 26 folks. Great hospitality by Salim Khan(Asst Food and Beverages manager) at Cascade and his team for going up and beyond in terms of taking great care of the guests and entertaining the smallest request as well. The buffet spread is lavish and even the ambience is great!...

Looking forward for many such gathering going forward at this place.",5,"1 Review , 18 Followers",9/6/2018 19:50,0
Cascade - Radisson Hyderabad Hitec City,Ayushi Bhardwaj,"The food taste was absolutely on point. The service was good, quick and efficient. The staff was polite and attentive. Pretty much happy with my experience here and will look forward to going back there. Would love to visit again once I will be in Hyderabad. Keep it up !!",5,"69 Reviews , 336 Followers",9/6/2018 18:18,0
Cascade - Radisson Hyderabad Hitec City,Mayank Upadhyay,Great place to have a buffet. Went with team for buffet and were really happy to have the food there. Ambience is awesome and the staff is too good. The buffet spread is good and we were completely satisfied with the food there. Would recommend this place if you want to have a good buffet.,4,"72 Reviews , 1067 Followers",7/22/2018 18:47,9
Cascade - Radisson Hyderabad Hitec City,Jimut Deblaskar,"This seemed to me as mainly buffet focussed - breakfast, lunch and dinner - staying guests being the main clientele. I’ve had a few meals here and couldn’t complain. Standard fare with many options laid out which probably won’t wow you, but you’ll find a few things that you’ll like.

Their service is really good and I find the ambience very relaxed. The a la carte section is quite limited and basic but they do make a pretty mean grilled fish dish.",3,"90 Reviews , 512 Followers",6/30/2018 13:57,1
Cascade - Radisson Hyderabad Hitec City,Epicurean Tales,"I was staying at the Hotel Radisson and so got a Complimentary buffet breakfast along with my stay. This review is about that experience.

I went there along with a friend and it proved very tough to find an empty table as the place was crowded with guests. After a wait of 10 minutes we found our table.

First impressions about the Buffet was that the spread was huge and also contained many live counters. It had a nice mix of South Indian, North Indian and Continental dishes.

I tried many of their dishes but the items I liked the most here are Palak Idly, Cheese Omelette, Chicken Sausages, fresh Grape juice, White Chocolate Berliner and Black currant Yogurt.

epicureantales.com",4,"452 Reviews , 2464 Followers",6/27/2018 10:55,24
Cascade - Radisson Hyderabad Hitec City,Amit Singh,"I really want to appreciate the Radisson staff .
Specially Ms Priyanka and Alisha - Very hard-working staff and always ready to help the customers.
They both are like the Diamond For the Radisson Group.

About food - It's really delicious , well managed , so many options you can found.

Kindly try once RASAM. it's very tasty .

Dear Radisson Group - Kindly Appreciate both the Staff.
5*

Thanks & Regards
Amit Singh
captamitsingh2@gmail.com",5,"1 Review , 37 Followers",6/8/2018 16:18,0
Cascade - Radisson Hyderabad Hitec City,Right Fooodies,"Cascade is a luxury dining restaurant that falls under the notorious Carlson Group of Hotels and offers multi-cuisine dishes.

The tremendous ambiance fully complements the canons of the place and instantly lightens up your mood into musical. An addition to the offering is an elaborate buffet for foodies. Cascade is in Gachibowli main road.

It’s located on the second floor of the property. While the lobby is inviting, it only dispels all the doubts about the food being as inviting as the lobby. As you enter Cascade, you are greeted by a Buddha Statue.

As soon as you enter their food counter spread all over at the corner side. we had a few veg and non -veg salad, sausage with spinach. Started picking one of one and observed fish was stale and seems It was reused. The chicken was hard and sausage was almost beginning to wring itself.

Actually, none of the salads were any good, partly because they weren’t fresh - something that is supposed to be figurative of a salad – “freshness”.

Starters : We had veg and non-veg soups, lots of breads - naan, roti, kulchas. Veg starters included paneer tikka, potatoes, veg mix fried. Non-veg included couple of chicken items and fish. They had little variety of but not so tasty starters.

Anyway, rushed towards main course ‘Dal makhani” which was waste. Or in another word, I was searching for Dal Makhani flavor. And I feel, in this level of restaurant at least Dal Makhani should be right!

Moved ahead and tried vegetable dum biryani with Mutton curry. I must appreciate, mutton curry was yummy and cooked properly but in the same dum biryani could be better.

For desserts, it's a good mix of Indian (including Hyderabadi bestseller Double Ka Meetha) and European delicacies.

I am not much of a dessert being, but was glad to see a large number of desserts in the buffet.

Overall, I will not call it astonishing stuff, but it has wonderful musical spacious place with decent ambiance but they need to improve food side a lot.",3,"72 Reviews , 2078 Followers",5/15/2018 10:42,0
Cascade - Radisson Hyderabad Hitec City,Amar,"Went there for a dinner buffet. Highly disappointing. Firstly, they quoted wrong price over the call. On top of it, there were very limited items in the buffet. The ones that were there were mediocre as well. We felt a road side dhaba would have been better.",2,"10 Reviews , 10 Followers",5/5/2018 12:17,0
Cascade - Radisson Hyderabad Hitec City,Tkv,"The largest breakfast buffet by a long shot in Hyderabad. I was surprised by the choices on offer. Spend the weekend here in this hotel and did not have lunch on both the days due to stuffing myself up at breakfast.
- cereals, breads, pastries
- eggs, grilled vegetables, breakfast smoothies, sausages
-idli, dosas,Uthappa, vada with different condiments
- Chinese noodles with some stir fry vegetables and chicken stew
- poori with bhaji and pav, chicken kheema
- cheese and cold cuts
- fresh fruits
I have probably not gone over the entire spread as there was more.

Service was polite and courteous and we had no complaints whatsoever, the food also tasted pretty good. I won’t hesitate coming back just for breakfast on weekends... loved it!",5,"69 Reviews , 120 Followers",3/25/2018 8:51,0
