title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link
Teach Yourself VISUALLY Python (Teach Yourself VISUALLY (Tech)),"[Ted Hart-Davis,Guy Hart-Davis]",30.0,304.0,,0,0.0,0.0,0.0,0.0,0.0,7.3 x 0.9 x 9.2 inches,1.35 pounds,English,Wiley; 1st edition (September 7 2022),978-1119860259,/Teach-Yourself-VISUALLY-Python-Tech/dp/1119860253/ref=sr_1_99?keywords=python&qid=1663459274&sr=8-99,https://www.amazon.com/Teach-Yourself-VISUALLY-Python-Tech/dp/1119860253/ref=sr_1_99?keywords=python&qid=1663459274&sr=8-99
Advanced Python Scripting for ArcGIS Pro,[Paul A. Zandbergen],40.99,290.0,4.4,41,0.7,0.13,0.1,0.06,0.0,8 x 0.75 x 9.75 inches,1.75 pounds,English,Esri Press; 1st edition (July 14 2020),978-1589486188,/Advanced-Python-Scripting-ArcGIS-Pro/dp/1589486188/ref=sr_1_96?keywords=python&qid=1663459274&sr=8-96,https://www.amazon.com/Advanced-Python-Scripting-ArcGIS-Pro/dp/1589486188/ref=sr_1_96?keywords=python&qid=1663459274&sr=8-96
Infrastructure as Code Patterns and Practices: With examples in Python and Terraform,[Rosemary Wang],56.99,400.0,4.8,5,0.75,0.25,0.0,0.0,0.0,7.38 x 1.1 x 9.25 inches,1.37 pounds,English,Manning (August 30 2022),978-1617298295,/Patterns-Practices-Infrastructure-Code-Terraform/dp/1617298298/ref=sr_1_98?keywords=python&qid=1663459274&sr=8-98,https://www.amazon.com/Patterns-Practices-Infrastructure-Code-Terraform/dp/1617298298/ref=sr_1_98?keywords=python&qid=1663459274&sr=8-98
Effective Python: 90 Specific Ways to Write Better Python (Effective Software Development Series),,40.86,480.0,4.7,344,0.82,0.12,0.04,0.02,0.01,7 x 0.9 x 9 inches,1.94 pounds,English,Addison-Wesley Professional; 2nd edition (November 15 2019),978-0134853987,/Effective-Python-Specific-Software-Development/dp/0134853989/ref=sr_1_91?keywords=python&qid=1663459274&sr=8-91,https://www.amazon.com/Effective-Python-Specific-Software-Development/dp/0134853989/ref=sr_1_91?keywords=python&qid=1663459274&sr=8-91
Architecture Patterns with Python: Enabling Test-Driven Development Domain-Driven Design and Event-Driven Microservices,"[Harry Percival,Bob Gregory]",44.37,304.0,4.6,359,0.75,0.15,0.06,0.02,0.02,7 x 0.64 x 9.19 inches,1.07 pounds,English,OReilly Media; 1st edition (March 31 2020),978-1492052203,/Architecture-Patterns-Python-Domain-Driven-Microservices/dp/1492052205/ref=sr_1_88?keywords=python&qid=1663459274&sr=8-88,https://www.amazon.com/Architecture-Patterns-Python-Domain-Driven-Microservices/dp/1492052205/ref=sr_1_88?keywords=python&qid=1663459274&sr=8-88
Computational Cell Physiology: With Examples In Python,[Stephen M Baylor],39.0,518.0,5.0,8,1.0,0.0,0.0,0.0,0.0,8 x 1.17 x 10 inches,2.24 pounds,English,Independently published (January 16 2020),978-1661705145,/Computational-Cell-Physiology-Examples-Python/dp/1661705146/ref=sr_1_87?keywords=python&qid=1663459274&sr=8-87,https://www.amazon.com/Computational-Cell-Physiology-Examples-Python/dp/1661705146/ref=sr_1_87?keywords=python&qid=1663459274&sr=8-87
The Book of Dash: Build Dashboards with Python and Plotly,"[Adam Schroeder,Christian Mayer et al.]",34.99,224.0,,0,0.0,0.0,0.0,0.0,0.0,6.89 x 0.57 x 9.06 inches,13 ounces,English,No Starch Press (October 25 2022),978-1718502222,/Python-Dash-Analysis-Visualization-Plotly/dp/1718502222/ref=sr_1_85?keywords=python&qid=1663459274&sr=8-85,https://www.amazon.com/Python-Dash-Analysis-Visualization-Plotly/dp/1718502222/ref=sr_1_85?keywords=python&qid=1663459274&sr=8-85
Python for Programmers: with Big Data and Artificial Intelligence Case Studies,,37.41,640.0,4.4,110,0.7,0.14,0.08,0.02,0.05,7.1 x 1.2 x 9.1 inches,2.1 pounds,English,Pearson (March 22 2019),978-0135224335,/Python-Programmers-Artificial-Intelligence-Studies/dp/0135224330/ref=sr_1_155?keywords=python&qid=1663459285&sr=8-155,https://www.amazon.com/Python-Programmers-Artificial-Intelligence-Studies/dp/0135224330/ref=sr_1_155?keywords=python&qid=1663459285&sr=8-155
Mastering Python: Write powerful and efficient code using the full range of Pythons capabilities 2nd Edition,[Rick van Hattem],42.74,710.0,4.7,33,0.71,0.29,0.0,0.0,0.0,7.5 x 1.6 x 9.25 inches,2.64 pounds,English,Packt Publishing; 2nd ed. edition (May 20 2022),978-1800207721,/Mastering-Python-powerful-efficient-capabilities/dp/1800207727/ref=sr_1_154?keywords=python&qid=1663459285&sr=8-154,https://www.amazon.com/Mastering-Python-powerful-efficient-capabilities/dp/1800207727/ref=sr_1_154?keywords=python&qid=1663459285&sr=8-154
Murachs Python Programming,"[Michael Urban,Joel Murach et al.]",34.3,590.0,4.5,211,0.72,0.16,0.08,0.01,0.03,8 x 1.5 x 9.9 inches,2.45 pounds,English,Mike Murach & Associates (December 13 2016),978-1890774974,/Murachs-Python-Programming-Michael-Urban/dp/1890774979/ref=sr_1_153?keywords=python&qid=1663459285&sr=8-153,https://www.amazon.com/Murachs-Python-Programming-Michael-Urban/dp/1890774979/ref=sr_1_153?keywords=python&qid=1663459285&sr=8-153
El lenguaje de programaciÃ³n Python de principio a fin (Spanish Edition),[Angel Pablo Hinojosa GutiÃ©rrez],18.83,734.0,5.0,1,1.0,0.0,0.0,0.0,0.0,6.89 x 1.66 x 9.37 inches,3.15 pounds,Spanish,Independently published (July 13 2022),979-8840562086,/lenguaje-programaci%C3%B3n-Python-principio-Spanish/dp/B0B5Q283BL/ref=sr_1_150?keywords=python&qid=1663459285&sr=8-150,https://www.amazon.com/lenguaje-programaci%C3%B3n-Python-principio-Spanish/dp/B0B5Q283BL/ref=sr_1_150?keywords=python&qid=1663459285&sr=8-150
Building Versatile Mobile Apps with Python and REST: RESTful Web Services with Django and React,[Art Yudin],39.99,364.0,4.0,10,0.56,0.26,0.18,0.0,0.0,6.1 x 0.82 x 9.25 inches,1.23 pounds,English,Apress; 1st ed. edition (November 25 2020),978-1484263327,/Building-Versatile-Mobile-Apps-Python/dp/1484263324/ref=sr_1_151?keywords=python&qid=1663459285&sr=8-151,https://www.amazon.com/Building-Versatile-Mobile-Apps-Python/dp/1484263324/ref=sr_1_151?keywords=python&qid=1663459285&sr=8-151
Kalman Filter Made Easy: A Beginners Guide to the Kalman Filter and Extended Kalman Filter with Real Life Examples Supported Python Source Code,[William Franklin],29.99,91.0,3.5,3,0.62,0.38,0.0,0.0,0.0,8.5 x 0.22 x 11 inches,10.6 ounces,English,Independently published (August 12 2022),979-8846140813,/Kalman-Filter-Made-Easy-Beginners/dp/B0B9FQBDRD/ref=sr_1_147?keywords=python&qid=1663459285&sr=8-147,https://www.amazon.com/Kalman-Filter-Made-Easy-Beginners/dp/B0B9FQBDRD/ref=sr_1_147?keywords=python&qid=1663459285&sr=8-147
Scaling Python with Ray: Adventures in Cloud and Serverless Patterns,"[Holden Karau,Boris Lublinsky]",56.26,250.0,,0,0.0,0.0,0.0,0.0,0.0,,1.11 pounds,English,OReilly Media; 1st edition (January 31 2023),978-1098118808,/Scaling-Python-Ray-Adventures-Serverless/dp/1098118804/ref=sr_1_145?keywords=python&qid=1663459285&sr=8-145,https://www.amazon.com/Scaling-Python-Ray-Adventures-Serverless/dp/1098118804/ref=sr_1_145?keywords=python&qid=1663459285&sr=8-145
Data Visualization with Python and JavaScript: Scrape Clean Explore and Transform Your Data,[Kyran Dale],56.26,550.0,,0,0.0,0.0,0.0,0.0,0.0,,1.11 pounds,English,OReilly Media; 2nd edition (January 31 2023),978-1098111878,/Data-Visualization-Python-JavaScript-Transform/dp/1098111877/ref=sr_1_143?keywords=python&qid=1663459285&sr=8-143,https://www.amazon.com/Data-Visualization-Python-JavaScript-Transform/dp/1098111877/ref=sr_1_143?keywords=python&qid=1663459285&sr=8-143
The Well-Grounded Python Developer,[Doug Farrell],49.99,375.0,,0,0.0,0.0,0.0,0.0,0.0,7.38 x 0.94 x 9.25 inches,15.8 ounces,English,Manning (December 27 2022),978-1617297441,/Well-Grounded-Python-Developer-Doug-Farrell/dp/1617297445/ref=sr_1_144?keywords=python&qid=1663459285&sr=8-144,https://www.amazon.com/Well-Grounded-Python-Developer-Doug-Farrell/dp/1617297445/ref=sr_1_144?keywords=python&qid=1663459285&sr=8-144
Algorithmic Short Selling with Python: Refine your algorithmic trading edge consistently generate investment ideas and build a robust long/short product,"[Laurent Bernut,Michael Covel]",49.39,376.0,4.9,34,0.89,0.11,0.0,0.0,0.0,7.5 x 0.85 x 9.25 inches,1.42 pounds,English,Packt Publishing (September 30 2021),978-1801815192,/Algorithmic-Short-Selling-Python-consistently/dp/1801815194/ref=sr_1_141?keywords=python&qid=1663459285&sr=8-141,https://www.amazon.com/Algorithmic-Short-Selling-Python-consistently/dp/1801815194/ref=sr_1_141?keywords=python&qid=1663459285&sr=8-141
Publishing Python Packages: Test share and automate your projects,[Dane Hillard],49.99,245.0,,0,0.0,0.0,0.0,0.0,0.0,7.38 x 0.69 x 9.25 inches,11.6 ounces,English,Manning (December 20 2022),978-1617299919,/Publishing-Python-Packages-Dane-Hillard/dp/161729991X/ref=sr_1_140?keywords=python&qid=1663459285&sr=8-140,https://www.amazon.com/Publishing-Python-Packages-Dane-Hillard/dp/161729991X/ref=sr_1_140?keywords=python&qid=1663459285&sr=8-140
Create GUI Applications with Python & Qt6 (PyQt6 Edition): The hands-on guide to making apps with Python,,39.0,,4.0,2,0.5,0.5,0.0,0.0,0.0,7 x 1.8 x 10 inches,3.68 pounds,English,Independently published (May 19 2022),979-8829985554,/Create-Applications-Python-PyQt6-hands/dp/B0B1CK5ZZ1/ref=sr_1_199?keywords=python&qid=1663459301&sr=8-199,https://www.amazon.com/Create-Applications-Python-PyQt6-hands/dp/B0B1CK5ZZ1/ref=sr_1_199?keywords=python&qid=1663459301&sr=8-199
Mastering Object-Oriented Python: Build powerful applications with reusable code using OOP design patterns and Python 3.7 2nd Edition,[Steven F. Lott],33.48,770.0,4.6,48,0.73,0.18,0.05,0.03,0.0,7.5 x 1.74 x 9.25 inches,2.86 pounds,English,Packt Publishing (June 14 2019),978-1789531367,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0777145346D3V72QE6L3&url=%2FMastering-Object-Oriented-Python-powerful-applications%2Fdp%2F1789531365%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dpython%26qid%3D1663459285%26sr%3D8-132-spons%26psc%3D1&qualifier=1663459285&id=824607835465787&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0777145346D3V72QE6L3&url=%2FMastering-Object-Oriented-Python-powerful-applications%2Fdp%2F1789531365%2Fref%3Dsr_1_132_sspa%3Fkeywords%3Dpython%26qid%3D1663459285%26sr%3D8-132-spons%26psc%3D1&qualifier=1663459285&id=824607835465787&widgetName=sp_mtf
Mastering Python for Networking and Security: Leverage the scripts and libraries of Python version 3.7 and beyond to overcome networking and security issues 2nd Edition,[JosÃ© Manuel Ortega],39.99,538.0,4.9,37,0.86,0.14,0.0,0.0,0.0,7.5 x 1.22 x 9.25 inches,1.98 pounds,English,Packt Publishing; 2nd ed. edition (January 4 2021),978-1839217166,/Mastering-Python-Networking-Security-networking/dp/1839217162/ref=sr_1_198?keywords=python&qid=1663459301&sr=8-198,https://www.amazon.com/Mastering-Python-Networking-Security-networking/dp/1839217162/ref=sr_1_198?keywords=python&qid=1663459301&sr=8-198
Quantum Chemistry and Computing for the Curious: Illustrated with Python and QiskitÂ® code,"[Keeper L. Sharkey,Alain Chance et al.]",47.99,354.0,4.8,14,0.84,0.16,0.0,0.0,0.0,7.5 x 0.84 x 9.25 inches,1.34 pounds,English,Packt Publishing (May 20 2022),978-1803243900,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0534003I2EA3RM516YD&url=%2FQuantum-Chemistry-Computing-Curious-Illustrated%2Fdp%2F1803243902%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dpython%26qid%3D1663459285%26sr%3D8-130-spons%26psc%3D1&qualifier=1663459285&id=824607835465787&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0534003I2EA3RM516YD&url=%2FQuantum-Chemistry-Computing-Curious-Illustrated%2Fdp%2F1803243902%2Fref%3Dsr_1_130_sspa%3Fkeywords%3Dpython%26qid%3D1663459285%26sr%3D8-130-spons%26psc%3D1&qualifier=1663459285&id=824607835465787&widgetName=sp_mtf
Metaprogramming with Python: A programmers guide to writing reusable code to build smarter applications,[Sulekha AloorRavi],44.99,402.0,,0,0.0,0.0,0.0,0.0,0.0,7.5 x 0.91 x 9.25 inches,1.52 pounds,English,Packt Publishing (September 9 2022),978-1838554651,/Metaprogramming-Python-programmers-reusable-applications/dp/1838554653/ref=sr_1_197?keywords=python&qid=1663459301&sr=8-197,https://www.amazon.com/Metaprogramming-Python-programmers-reusable-applications/dp/1838554653/ref=sr_1_197?keywords=python&qid=1663459301&sr=8-197
Building Python Web APIs with FastAPI: A fast-paced guide to building high-performance robust web APIs with very little boilerplate code,[Abdulazeez Abdulazeez Adeshina],39.99,216.0,4.4,8,0.58,0.26,0.16,0.0,0.0,7.5 x 0.49 x 9.25 inches,13.4 ounces,English,Packt Publishing (July 29 2022),978-1801076630,/Building-Python-APIs-FastAPI-high-performance/dp/1801076634/ref=sr_1_194?keywords=python&qid=1663459301&sr=8-194,https://www.amazon.com/Building-Python-APIs-FastAPI-high-performance/dp/1801076634/ref=sr_1_194?keywords=python&qid=1663459301&sr=8-194
Dead Simple Python: Idiomatic Python for the Impatient Programmer,[Jason C McDonald],59.99,752.0,,0,0.0,0.0,0.0,0.0,0.0,0.04 x 0.04 x 0.04 inches,13 ounces,English,No Starch Press (November 8 2022),978-1718500921,/Dead-Simple-Python-Idiomatic-Programmers/dp/1718500920/ref=sr_1_191?keywords=python&qid=1663459301&sr=8-191,https://www.amazon.com/Dead-Simple-Python-Idiomatic-Programmers/dp/1718500920/ref=sr_1_191?keywords=python&qid=1663459301&sr=8-191
Python for Cybersecurity: Using Python for Cyber Offense and Defense,[Howard E. Poston III],18.74,240.0,4.6,9,0.85,0.15,0.0,0.0,0.0,7.38 x 0.55 x 9.25 inches,14.4 ounces,English,Wiley; 1st edition (March 4 2022),978-1119850649,/Python-Cybersecurity-Using-Offense-Defense/dp/1119850649/ref=sr_1_188?keywords=python&qid=1663459301&sr=8-188,https://www.amazon.com/Python-Cybersecurity-Using-Offense-Defense/dp/1119850649/ref=sr_1_188?keywords=python&qid=1663459301&sr=8-188
Cracking Codes with Python: An Introduction to Building and Breaking Ciphers,[Al Sweigart],19.37,416.0,4.7,354,0.82,0.12,0.03,0.02,0.01,7.06 x 0.94 x 9.25 inches,1.76 pounds,English,No Starch Press; Illustrated edition (January 23 2018),978-1593278229,/Cracking-Codes-Python-Introduction-Building/dp/1593278225/ref=sr_1_186?keywords=python&qid=1663459301&sr=8-186,https://www.amazon.com/Cracking-Codes-Python-Introduction-Building/dp/1593278225/ref=sr_1_186?keywords=python&qid=1663459301&sr=8-186
Web Scraping with Python: Collecting More Data from the Modern Web,[Ryan Mitchell],33.49,,4.6,178,0.76,0.13,0.06,0.02,0.03,7 x 0.65 x 9.19 inches,1.17 pounds,English,OReilly Media; 2nd edition (May 8 2018),978-1491985571,/Web-Scraping-Python-Collecting-Modern/dp/1491985577/ref=sr_1_185?keywords=python&qid=1663459301&sr=8-185,https://www.amazon.com/Web-Scraping-Python-Collecting-Modern/dp/1491985577/ref=sr_1_185?keywords=python&qid=1663459301&sr=8-185
Data Structures and Algorithms in Python,"[Roberto Tamassia,Michael H. Goldwasser et al.]",99.88,768.0,4.3,225,0.68,0.13,0.08,0.03,0.08,7.7 x 1.4 x 9.4 inches,3.14 pounds,English,Wiley; 1st edition (March 18 2013),978-1118290279,/Structures-Algorithms-Python-Michael-Goodrich/dp/1118290275/ref=sr_1_182?keywords=python&qid=1663459301&sr=8-182,https://www.amazon.com/Structures-Algorithms-Python-Michael-Goodrich/dp/1118290275/ref=sr_1_182?keywords=python&qid=1663459301&sr=8-182
Python Workout: 50 ten-minute exercises,[Reuven M. Lerner],56.99,248.0,4.9,39,0.88,0.12,0.0,0.0,0.0,7.38 x 0.6 x 9.25 inches,1.06 pounds,English,Manning; 1st edition (August 4 2020),978-1617295508,/Python-Workout-50-Essential-Exercises/dp/1617295507/ref=sr_1_251?keywords=python&qid=1663459313&sr=8-251,https://www.amazon.com/Python-Workout-50-Essential-Exercises/dp/1617295507/ref=sr_1_251?keywords=python&qid=1663459313&sr=8-251
Real-World Python: A Hackers Guide to Solving Problems with Code,[Lee Vaughan],24.49,360.0,4.7,88,0.78,0.15,0.03,0.03,0.01,7 x 0.93 x 9.25 inches,1.5 pounds,English,No Starch Press (November 5 2020),978-1718500624,/Real-World-Python-Hackers-Solving-Problems/dp/1718500629/ref=sr_1_173?keywords=python&qid=1663459301&sr=8-173,https://www.amazon.com/Real-World-Python-Hackers-Solving-Problems/dp/1718500629/ref=sr_1_173?keywords=python&qid=1663459301&sr=8-173
Full-Color Illustration Data Structrues & Algorithms Python: Easy and Interesting to Learn Through Full-Color Diagrams (Python Foundation & Design Patterns & Data Structures & Algorithms),[yang hu],49.99,264.0,,0,0.0,0.0,0.0,0.0,0.0,8 x 0.62 x 10 inches,1.46 pounds,English,Independently published (October 1 2021),979-8487673282,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0631852YT1XRW1P9MV3&url=%2FFull-Color-Illustration-Structrues-Algorithms-Python%2Fdp%2FB09HG19N7C%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1663459301%26sr%3D8-180-spons%26psc%3D1&qualifier=1663459301&id=4885880324769557&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0631852YT1XRW1P9MV3&url=%2FFull-Color-Illustration-Structrues-Algorithms-Python%2Fdp%2FB09HG19N7C%2Fref%3Dsr_1_180_sspa%3Fkeywords%3Dpython%26qid%3D1663459301%26sr%3D8-180-spons%26psc%3D1&qualifier=1663459301&id=4885880324769557&widgetName=sp_mtf
Python Programming and Visualization for Scientists,"[Alex Decaria,Grant W Petty et al.]",44.43,372.0,5.0,7,1.0,0.0,0.0,0.0,0.0,8.25 x 0.77 x 11 inches,1.84 pounds,English,Sundog Publishing LLC; 2nd ed. edition (January 11 2021),978-0972903356,/Python-Programming-Visualization-Scientists-Decaria/dp/0972903356/ref=sr_1_249?keywords=python&qid=1663459313&sr=8-249,https://www.amazon.com/Python-Programming-Visualization-Scientists-Decaria/dp/0972903356/ref=sr_1_249?keywords=python&qid=1663459313&sr=8-249
Easy Learning Python 3: Python for Beginners Guide (Easy Learning Python and design patterns and data structures and algorithms),[yang hu],18.53,180.0,3.9,25,0.42,0.29,0.13,0.1,0.06,8 x 0.43 x 10 inches,1.13 pounds,English,Independently published (April 1 2019),978-1092328128,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04283522US27KK1S3UXQ&url=%2FEasy-Learning-Python-Beginners-Guide%2Fdp%2F1092328122%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Dpython%26qid%3D1663459301%26sr%3D8-179-spons%26psc%3D1&qualifier=1663459301&id=4885880324769557&widgetName=sp_mtf,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A04283522US27KK1S3UXQ&url=%2FEasy-Learning-Python-Beginners-Guide%2Fdp%2F1092328122%2Fref%3Dsr_1_179_sspa%3Fkeywords%3Dpython%26qid%3D1663459301%26sr%3D8-179-spons%26psc%3D1&qualifier=1663459301&id=4885880324769557&widgetName=sp_mtf
Learn More Python 3 the Hard Way: The Next Step for New Python Programmers (Zed Shaws Hard Way Series),,37.99,240.0,4.6,102,0.77,0.13,0.04,0.02,0.03,6.9 x 0.6 x 9 inches,13.8 ounces,English,Addison-Wesley Professional; 1st edition (September 13 2017),978-0134123486,/Learn-More-Python-Hard-Way/dp/0134123484/ref=sr_1_246?keywords=python&qid=1663459313&sr=8-246,https://www.amazon.com/Learn-More-Python-Hard-Way/dp/0134123484/ref=sr_1_246?keywords=python&qid=1663459313&sr=8-246
Scientific Computing with Python: High-performance scientific computing with NumPy SciPy and pandas 2nd Edition,"[Claus FÃ¼hrer,Jan Erik Solem et al.]",39.99,392.0,4.6,23,0.72,0.2,0.08,0.0,0.0,7.5 x 0.89 x 9.25 inches,1.48 pounds,English,Packt Publishing; 2nd ed. edition (July 23 2021),978-1838822323,/Scientific-Computing-Python-High-performance-scientific/dp/1838822321/ref=sr_1_247?keywords=python&qid=1663459313&sr=8-247,https://www.amazon.com/Scientific-Computing-Python-High-performance-scientific/dp/1838822321/ref=sr_1_247?keywords=python&qid=1663459313&sr=8-247
Mastering Python for Bioinformatics: How to Write Flexible Documented Tested Python Code for Research Computing,[Ken Youens-Clark],61.18,456.0,5.0,8,1.0,0.0,0.0,0.0,0.0,7 x 1 x 9 inches,1.59 pounds,English,OReilly Media; 1st edition (June 1 2021),978-1098100889,/Mastering-Python-Bioinformatics-Documented-Computing/dp/1098100883/ref=sr_1_248?keywords=python&qid=1663459313&sr=8-248,https://www.amazon.com/Mastering-Python-Bioinformatics-Documented-Computing/dp/1098100883/ref=sr_1_248?keywords=python&qid=1663459313&sr=8-248
Head First Python: A Brain-Friendly Guide,[Paul Barry],50.62,622.0,4.6,855,0.75,0.14,0.05,0.02,0.03,8 x 1.3 x 9.2 inches,2.7 pounds,English,OReilly Media; 2nd edition (December 27 2016),978-1491919538,/Head-First-Python-Brain-Friendly-Guide/dp/1491919531/ref=sr_1_244?keywords=python&qid=1663459313&sr=8-244,https://www.amazon.com/Head-First-Python-Brain-Friendly-Guide/dp/1491919531/ref=sr_1_244?keywords=python&qid=1663459313&sr=8-244
Learning Python with Raspberry Pi,"[Alex Bradbury,Ben Everard]",17.39,288.0,4.2,160,0.53,0.29,0.09,0.05,0.05,7.5 x 0.7 x 9.2 inches,1.8 pounds,English,Wiley; 1st edition (March 10 2014),978-1118717059,/Learning-Python-Raspberry-Alex-Bradbury/dp/1118717058/ref=sr_1_241?keywords=python&qid=1663459313&sr=8-241,https://www.amazon.com/Learning-Python-Raspberry-Alex-Bradbury/dp/1118717058/ref=sr_1_241?keywords=python&qid=1663459313&sr=8-241
Data Visualization in Python,[Daniel Nelson],37.99,345.0,3.3,12,0.55,0.11,0.34,0.0,0.0,8.5 x 0.81 x 11 inches,2.05 pounds,English,Independently published (September 15 2020),979-8582486367,/Data-Visualization-Python-Daniel-Nelson/dp/B08TZ9LWWX/ref=sr_1_238?keywords=python&qid=1663459313&sr=8-238,https://www.amazon.com/Data-Visualization-Python-Daniel-Nelson/dp/B08TZ9LWWX/ref=sr_1_238?keywords=python&qid=1663459313&sr=8-238
Intuitive Python: Productive Development for Projects that Last,[David Muller],17.59,142.0,5.0,3,1.0,0.0,0.0,0.0,0.0,7.5 x 0.3 x 9.25 inches,9 ounces,English,Pragmatic Bookshelf; 1st edition (June 29 2021),978-1680508239,/Intuitive-Python-Productive-Development-Projects/dp/1680508237/ref=sr_1_234?keywords=python&qid=1663459313&sr=8-234,https://www.amazon.com/Intuitive-Python-Productive-Development-Projects/dp/1680508237/ref=sr_1_234?keywords=python&qid=1663459313&sr=8-234
Python for Microcontrollers: Getting Started with MicroPython,[Donald Norris],16.63,288.0,4.2,79,0.52,0.29,0.09,0.07,0.02,7.1 x 0.62 x 9 inches,13.8 ounces,English,McGraw Hill TAB; 1st edition (November 17 2016),978-1259644535,/Python-Microcontrollers-Getting-Started-MicroPython/dp/1259644537/ref=sr_1_237?keywords=python&qid=1663459313&sr=8-237,https://www.amazon.com/Python-Microcontrollers-Getting-Started-MicroPython/dp/1259644537/ref=sr_1_237?keywords=python&qid=1663459313&sr=8-237
Python Testing with pytest: Simple Rapid Effective and Scalable,[Brian Okken],37.06,274.0,4.5,37,0.68,0.22,0.06,0.04,0.0,7.5 x 0.58 x 9.25 inches,1.05 pounds,English,Pragmatic Bookshelf; 2nd edition (March 29 2022),978-1680508604,/Python-Testing-pytest-Effective-Scalable/dp/1680508601/ref=sr_1_235?keywords=python&qid=1663459313&sr=8-235,https://www.amazon.com/Python-Testing-pytest-Effective-Scalable/dp/1680508601/ref=sr_1_235?keywords=python&qid=1663459313&sr=8-235
